[2024-12-31 00:11:37] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.621392190143115 Load Average:1.05 Memory Used %:50.18622360215198 Power Consumption (estimate):6.621392190143115]
[2024-12-31 00:11:38] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.793944491174486 Load Average:1.05 Memory Used %:50.09525307138459 Power Consumption (estimate):4.793944491174486]
[2024-12-31 00:11:38] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.793944491174486 Load Average:1.05 Memory Used %:50.09525307138459 Power Consumption (estimate):4.793944491174486]
[2024-12-31 00:11:39] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.553119730192636 Load Average:1.05 Memory Used %:49.967445999839406 Power Consumption (estimate):4.553119730192636]
[2024-12-31 00:11:39] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.553119730192636 Load Average:1.05 Memory Used %:49.967445999839406 Power Consumption (estimate):4.553119730192636]
[2024-12-31 00:11:40] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.30016863406571 Load Average:1.05 Memory Used %:49.94924520221621 Power Consumption (estimate):4.30016863406571]
[2024-12-31 00:11:40] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.30016863406571 Load Average:1.05 Memory Used %:49.94924520221621 Power Consumption (estimate):4.30016863406571]
[2024-12-31 00:11:41] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:7.245155855088084 Load Average:1.05 Memory Used %:49.94161692674179 Power Consumption (estimate):7.245155855088084]
[2024-12-31 00:11:41] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:7.245155855088084 Load Average:1.05 Memory Used %:49.94161692674179 Power Consumption (estimate):7.245155855088084]
[2024-12-31 00:11:46] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.9629005058964766 Load Average:1.45 Memory Used %:50.43277080377935 Power Consumption (estimate):3.9629005058964766]
[2024-12-31 00:11:46] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:3.9629005058964766 Load Average:1.45 Memory Used %:50.43277080377935 Power Consumption (estimate):3.9629005058964766]
[2024-12-31 00:12:16] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:2.6072329688849063 Load Average:1.02 Memory Used %:50.21948020663258 Power Consumption (estimate):2.6072329688849063]
[2024-12-31 00:12:16] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:2.6072329688849063 Load Average:1.02 Memory Used %:50.21948020663258 Power Consumption (estimate):2.6072329688849063]
[2024-12-31 00:16:31] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:13.529411764717391 Load Average:1.29 Memory Used %:47.765484060919135 Power Consumption (estimate):13.529411764717391]
[2024-12-31 00:16:31] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:13.529411764717391 Load Average:1.29 Memory Used %:47.765484060919135 Power Consumption (estimate):13.529411764717391]
[2024-12-31 00:18:42] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.86577181208064 Load Average:1.18 Memory Used %:48.99808623966168 Power Consumption (estimate):4.86577181208064]
[2024-12-31 00:18:42] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.86577181208064 Load Average:1.18 Memory Used %:48.99808623966168 Power Consumption (estimate):4.86577181208064]
[2024-12-31 00:20:04] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.160337552751146 Load Average:2.33 Memory Used %:45.94155670351436 Power Consumption (estimate):6.160337552751146]
[2024-12-31 00:20:04] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.160337552751146 Load Average:2.33 Memory Used %:45.94155670351436 Power Consumption (estimate):6.160337552751146]
[2024-12-31 00:22:42] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.347826086950239 Load Average:1.37 Memory Used %:49.42620647198951 Power Consumption (estimate):4.347826086950239]
[2024-12-31 00:22:42] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:4.347826086950239 Load Average:1.37 Memory Used %:49.42620647198951 Power Consumption (estimate):4.347826086950239]
[2024-12-31 00:22:55] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:7.160909856788794 Load Average:1.23 Memory Used %:46.294899761783675 Power Consumption (estimate):7.160909856788794]
[2024-12-31 00:22:55] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:7.160909856788794 Load Average:1.23 Memory Used %:46.294899761783675 Power Consumption (estimate):7.160909856788794]
[2024-12-31 00:28:25] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.49915397631178 Load Average:1.34 Memory Used %:50.033892294103474 Power Consumption (estimate):5.49915397631178]
[2024-12-31 00:28:25] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:5.49915397631178 Load Average:1.34 Memory Used %:50.033892294103474 Power Consumption (estimate):5.49915397631178]
[2024-12-31 00:28:33] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.818181818182515 Load Average:1.29 Memory Used %:46.75848478359787 Power Consumption (estimate):6.818181818182515]
[2024-12-31 00:28:33] ACTION: System Metrics Collected, DETAILS: map[CPU Usage %:6.818181818182515 Load Average:1.29 Memory Used %:46.75848478359787 Power Consumption (estimate):6.818181818182515]
